Run,Country,ST_N,DataBase,Phylogroup_N,Human_N,Source_an,Collection.B,Collection.Year,Source,Continet
SRR5787746,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR5875737,United States,16,Enterobase,B1,Human,Human,2015,2015,Human,North America
SRR5904106,United Kingdom,335,Enterobase,NF,Human,Human,2016,2016,Human,Europe
SRR5904128,United Kingdom,335,Enterobase,NF,Human,Human,2015,2015,Human,Europe
SRR5951702,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6015209,United States,29,Enterobase,B1,Human,Human,2015,2015,Human,North America
SRR6051780,United Kingdom,29,Enterobase,B1,Human,Human,2015,2015,Human,Europe
SRR6069437,United States,16,Enterobase,B1,Human,Human,2015,2015,Human,North America
SRR6077557,NF,48,Enterobase,A,Human,Human,2013,2013,Human,NF
SRR6077558,NF,48,Enterobase,A,Human,Human,2013,2013,Human,NF
SRR6127503,United States,847,Enterobase,NF,Human,Human,2007,2007,Human,North America
SRR6131543,United States,16,Enterobase,B1,Human,Human,2015,2015,Human,North America
SRR6179173,United States,16,Enterobase,B1,Human,Human,2008,2008,Human,North America
SRR6179276,United States,69,Enterobase,D,Human,Human,2008,2008,Human,North America
SRR6185837,United Kingdom,28,Enterobase,ABD,Human,Human,2017,2017,Human,Europe
SRR6185839,United Kingdom,40,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR6185852,United Kingdom,1721,Enterobase,NF,Human,Human,2017,2017,Human,Europe
SRR6185857,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR6185858,United Kingdom,278,Enterobase,AxB1,Human,Human,2017,2017,Human,Europe
SRR6185860,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR6185879,United Kingdom,335,Enterobase,NF,Human,Human,2017,2017,Human,Europe
SRR6185889,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR6185893,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR6219118,Guinea-Bissau,29,Enterobase,B1,Human,Human,1996,1996,Human,NF
SRR6252846,United States,16,Enterobase,B1,Human,Human,2015,2015,Human,North America
SRR6252863,United States,16,Enterobase,B1,Human,Human,2013,2013,Human,North America
SRR6314049,United States,16,Enterobase,B1,Human,Human,2015,2015,Human,North America
SRR633621,NF,10,Enterobase,A,Human,Human,2010,2010,Human,NF
SRR633626,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR633633,NF,10,Enterobase,A,Human,Human,2010,2010,Human,NF
SRR633677,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR633744,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR633755,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR633774,NF,69,Enterobase,D,Human,Human,2009,2009,Human,NF
SRR633806,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR633935,NF,127,Enterobase,B2,Human,Human,2010,2010,Human,NF
SRR6366117,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6396339,Guinea-Bissau,29,Enterobase,B1,Human,Human,1997,1997,Human,NF
SRR641802,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641813,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641832,Denmark,10,Enterobase,A,Human,Human,2010,2010,Human,Europe
SRR641840,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641849,Denmark,10,Enterobase,A,Human,Human,2010,2010,Human,Europe
SRR641867,Denmark,10,Enterobase,A,Human,Human,2010,2010,Human,Europe
SRR641869,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641889,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641894,Denmark,69,Enterobase,D,Human,Human,2009,2009,Human,Europe
SRR641897,Denmark,10,Enterobase,A,Human,Human,2010,2010,Human,Europe
SRR641908,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641914,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR641941,Denmark,69,Enterobase,D,Human,Human,2010,2010,Human,Europe
SRR642253,Denmark,10,Enterobase,A,Human,Human,2010,2010,Human,Europe
SRR642264,Denmark,10,Enterobase,A,Human,Human,2010,2010,Human,Europe
SRR642274,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR642278,NF,69,Enterobase,D,Human,Human,2010,2010,Human,NF
SRR6425071,Argentina,10,Enterobase,A,Human,Human,2013,2013,Human,South America
SRR6425074,Argentina,130,Enterobase,D,Human,Human,2005,2005,Human,South America
SRR6425165,Argentina,10,Enterobase,A,Human,Human,2008,2008,Human,South America
SRR6425166,Argentina,10,Enterobase,A,Human,Human,2017,2017,Human,South America
SRR6425167,Argentina,200,Enterobase,B1,Human,Human,2015,2015,Human,South America
SRR6425604,Argentina,10,Enterobase,A,Human,Human,2016,2016,Human,South America
SRR6427422,Brazil,10,Enterobase,A,Human,Human,1999,1999,Human,South America
SRR6467517,United Kingdom,29,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR6467524,United Kingdom,335,Enterobase,NF,Human,Human,2016,2016,Human,Europe
SRR6485194,United States,130,Enterobase,D,Human,Human,2016,2016,Human,North America
SRR6490550,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6490578,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6490581,United States,48,Enterobase,A,Human,Human,NF,NF,Human,North America
SRR6505207,United States,16,Enterobase,B1,Human,Human,2009,2009,Human,North America
SRR6658340,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6658345,United States,200,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6658346,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6658354,United States,16,Enterobase,B1,Human,Human,NF,NF,Human,North America
SRR6701896,United States,127,Enterobase,B2,Human,Human,2015,2015,Human,North America
SRR6701905,United States,69,Enterobase,D,Human,Human,2015,2015,Human,North America
SRR6702210,United States,847,Enterobase,NF,Human,Human,2015,2015,Human,North America
SRR6726550,Saudi Arabia,10,Enterobase,A,Human,Human,1991,1991,Human,Asia
SRR6726718,Mexico,10,Enterobase,A,Human,Human,1988,1988,Human,North America
SRR6727428,Saudi Arabia,423,Enterobase,NF,Human,Human,1991,1991,Human,Asia
SRR6727430,Saudi Arabia,641,Enterobase,NF,Human,Human,1991,1991,Human,Asia
SRR6791870,United States,10,Enterobase,A,Human,Human,2017,2017,Human,North America
SRR7163942,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7163949,United Kingdom,335,Enterobase,NF,Human,Human,2017,2017,Human,Europe
SRR7167522,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7167537,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7179834,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7179870,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7179887,United Kingdom,69,Enterobase,D,Human,Human,2017,2017,Human,Europe
SRR7184322,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7184330,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7184331,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7184335,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7186902,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7186905,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7187530,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7187795,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7191464,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7191534,United Kingdom,28,Enterobase,ABD,Human,Human,2016,2016,Human,Europe
SRR7191705,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7191720,United Kingdom,29,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7204350,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7208760,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7209046,United Kingdom,127,Enterobase,B2,Human,Human,2017,2017,Human,Europe
SRR7209049,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7215958,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7215960,United Kingdom,200,Enterobase,B1,Human,Human,2015,2015,Human,Europe
SRR7221029,United Kingdom,69,Enterobase,D,Human,Human,2018,2018,Human,Europe
SRR7221096,United Kingdom,69,Enterobase,D,Human,Human,2016,2016,Human,Europe
SRR7221103,United Kingdom,10,Enterobase,A,Human,Human,2015,2015,Human,Europe
SRR7221207,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7221213,United Kingdom,335,Enterobase,NF,Human,Human,2016,2016,Human,Europe
SRR7221219,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7221221,United Kingdom,335,Enterobase,NF,Human,Human,2017,2017,Human,Europe
SRR7221252,United Kingdom,48,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7221255,United Kingdom,127,Enterobase,B2,Human,Human,2017,2017,Human,Europe
SRR7223100,United Kingdom,200,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7230244,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7230298,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7230300,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7230379,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7230694,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7236436,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7236568,United Kingdom,40,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7236573,United Kingdom,127,Enterobase,B2,Human,Human,2017,2017,Human,Europe
SRR7236593,United Kingdom,69,Enterobase,D,Human,Human,2018,2018,Human,Europe
SRR7236611,United Kingdom,10,Enterobase,A,Human,Human,2015,2015,Human,Europe
SRR7244222,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7244282,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7244286,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7250947,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7250957,United Kingdom,69,Enterobase,D,Human,Human,2017,2017,Human,Europe
SRR7250958,United Kingdom,29,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7250979,United Kingdom,200,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7250990,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7251001,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7251466,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7256956,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7256957,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7256988,United Kingdom,69,Enterobase,D,Human,Human,2018,2018,Human,Europe
SRR7256991,United Kingdom,40,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7257125,United Kingdom,335,Enterobase,NF,Human,Human,2017,2017,Human,Europe
SRR7257130,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7257152,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7265838,United Kingdom,10,Enterobase,A,Human,Human,2015,2015,Human,Europe
SRR7265863,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7265922,United Kingdom,2101,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR7265944,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7265949,United Kingdom,200,Enterobase,B1,Human,Human,2015,2015,Human,Europe
SRR7265964,United Kingdom,69,Enterobase,D,Human,Human,2017,2017,Human,Europe
SRR7266762,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7266770,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7266817,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7266834,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7274781,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7274785,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7274786,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7274789,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7274813,United Kingdom,278,Enterobase,AxB1,Human,Human,2017,2017,Human,Europe
SRR7274855,United Kingdom,29,Enterobase,B1,Human,Human,2015,2015,Human,Europe
SRR7274874,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7276901,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7276949,United Kingdom,130,Enterobase,D,Human,Human,2017,2017,Human,Europe
SRR7276950,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7277809,United Kingdom,278,Enterobase,AxB1,Human,Human,2017,2017,Human,Europe
SRR7282618,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7282634,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7282645,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7282652,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7283674,United Kingdom,127,Enterobase,B2,Human,Human,2017,2017,Human,Europe
SRR7283744,United Kingdom,29,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7283805,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7284182,United Kingdom,10,Enterobase,A,Human,Human,2016,2016,Human,Europe
SRR7285428,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7285431,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7285485,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7285512,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7285549,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7285587,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7285596,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7286169,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7286254,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7286359,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7286362,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7286383,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7286447,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7286455,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7286473,United Kingdom,278,Enterobase,AxB1,Human,Human,2017,2017,Human,Europe
SRR7286522,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7286524,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7286551,United Kingdom,16,Enterobase,B1,Human,Human,2015,2015,Human,Europe
SRR7286556,United Kingdom,10,Enterobase,A,Human,Human,2015,2015,Human,Europe
SRR7286581,United Kingdom,40,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7290930,United Kingdom,69,Enterobase,D,Human,Human,2017,2017,Human,Europe
SRR7291594,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7291606,United Kingdom,200,Enterobase,B1,Human,Human,2015,2015,Human,Europe
SRR7291666,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7291910,United Kingdom,69,Enterobase,D,Human,Human,2017,2017,Human,Europe
SRR7291922,United Kingdom,69,Enterobase,D,Human,Human,2018,2018,Human,Europe
SRR7291926,United Kingdom,10,Enterobase,A,Human,Human,2013,2013,Human,Europe
SRR7358010,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7358011,United Kingdom,28,Enterobase,ABD,Human,Human,2016,2016,Human,Europe
SRR7358040,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7358113,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7358283,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7367201,United Kingdom,10,Enterobase,A,Human,Human,2012,2012,Human,Europe
SRR7367205,United Kingdom,16,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7367225,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7367228,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7367403,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7367428,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7367432,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7367456,United Kingdom,29,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7367462,United Kingdom,200,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7367529,United Kingdom,278,Enterobase,AxB1,Human,Human,2018,2018,Human,Europe
SRR7367551,United Kingdom,200,Enterobase,B1,Human,Human,2017,2017,Human,Europe
SRR7367554,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7367556,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7367567,United Kingdom,40,Enterobase,B1,Human,Human,2016,2016,Human,Europe
SRR7367585,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7368866,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7401656,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7401663,United Kingdom,10,Enterobase,A,Human,Human,2017,2017,Human,Europe
SRR7417188,United Kingdom,278,Enterobase,AxB1,Human,Human,2018,2018,Human,Europe
SRR7456554,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7456555,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7456557,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7456565,United Kingdom,200,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7457843,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7457844,United Kingdom,423,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR7457848,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7457850,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7474054,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7500925,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7501141,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7501184,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7522839,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7522841,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7588528,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7588734,United Kingdom,973,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR770158,Denmark,1248,Enterobase,NF,Human,Human,2003,2003,Human,Europe
SRR7826926,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7826960,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7826962,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7827079,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7833074,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7833100,United Kingdom,335,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR7834593,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7835548,United Kingdom,200,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7839296,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7839299,United Kingdom,29,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7842056,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7842091,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7842137,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7842139,United Kingdom,335,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR7842141,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7849995,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7850031,United Kingdom,200,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7850059,United Kingdom,16,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR785839,Sweden,127,Enterobase,B2,Human,Human,1995,1995,Human,Europe
SRR786324,Sweden,127,Enterobase,B2,Human,Human,1996,1996,Human,Europe
SRR786379,Sweden,10,Enterobase,A,Human,Human,1996,1996,Human,Europe
SRR7866094,United Kingdom,40,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7892544,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7892556,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7895971,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7895976,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7943912,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR7943917,United Kingdom,29,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7988731,United Kingdom,40,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR7988733,United Kingdom,130,Enterobase,D,Human,Human,2018,2018,Human,Europe
SRR800481,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR800517,Denmark,127,Enterobase,B2,Human,Human,2003,2003,Human,Europe
SRR800518,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR800520,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR800530,Denmark,127,Enterobase,B2,Human,Human,2003,2003,Human,Europe
SRR800541,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR800556,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR800564,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR800592,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR800595,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR800596,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR800599,Denmark,127,Enterobase,B2,Human,Human,2004,2004,Human,Europe
SRR8032838,United Kingdom,29,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR8032839,United Kingdom,335,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR8052189,United Kingdom,200,Enterobase,B1,Human,Human,2018,2018,Human,Europe
SRR8052862,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR8059108,United Kingdom,2356,Enterobase,NF,Human,Human,2018,2018,Human,Europe
SRR8086717,United Kingdom,10,Enterobase,A,Human,Human,2018,2018,Human,Europe
SRR958197,Denmark,127,Enterobase,B2,Human,Human,2003,2003,Human,Europe
SRR958199,Denmark,69,Enterobase,D,Human,Human,2005,2005,Human,Europe
SRR958253,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR958258,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR958285,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR958309,Denmark,10,Enterobase,A,Human,Human,2004,2004,Human,Europe
SRR958322,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR958330,Denmark,69,Enterobase,D,Human,Human,2004,2004,Human,Europe
SRR958361,Denmark,127,Enterobase,B2,Human,Human,2003,2003,Human,Europe
SRR958398,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR958408,Denmark,363,Enterobase,NF,Human,Human,2003,2003,Human,Europe
SRR958441,Denmark,69,Enterobase,D,Human,Human,2003,2003,Human,Europe
SRR958512,Denmark,127,Enterobase,B2,Human,Human,2006,2006,Human,Europe
SRR958521,Denmark,69,Enterobase,D,Human,Human,2006,2006,Human,Europe
SRR958523,Denmark,127,Enterobase,B2,Human,Human,2006,2006,Human,Europe
SRR958540,Denmark,69,Enterobase,D,Human,Human,2006,2006,Human,Europe
SRR958561,Sweden,127,Enterobase,B2,Human,Human,1995,1995,Human,Europe
SRR958564,Sweden,127,Enterobase,B2,Human,Human,1996,1996,Human,Europe
SRR958566,Sweden,200,Enterobase,B1,Human,Human,1996,1996,Human,Europe
SRR958583,Sweden,10,Enterobase,A,Human,Human,1995,1995,Human,Europe
SRR958610,Sweden,10,Enterobase,A,Human,Human,1995,1995,Human,Europe
SRR958618,Sweden,10,Enterobase,A,Human,Human,1995,1995,Human,Europe
SRR958728,Sweden,127,Enterobase,B2,Human,Human,1995,1995,Human,Europe
SRR958730,Sweden,29,Enterobase,B1,Human,Human,1995,1995,Human,Europe
SRR958741,Sweden,10,Enterobase,A,Human,Human,1995,1995,Human,Europe
SRR958765,Sweden,127,Enterobase,B2,Human,Human,1997,1997,Human,Europe
SRR958782,Sweden,127,Enterobase,B2,Human,Human,1996,1996,Human,Europe
SRR958787,Sweden,127,Enterobase,B2,Human,Human,1996,1996,Human,Europe
SRR2994195,NF,278,Enterobase,AxB1,Non,Food,NF,NF,Food,NF
SRR3406057,United States,16,Enterobase,B1,Non,Food,2015,2015,Food,North America
SRR3734490,United States,10,Enterobase,A,Non,Food,2012,2012,Food,North America
SRR3734491,United States,10,Enterobase,A,Non,Food,2012,2012,Food,North America
SRR3931166,United States,10,Enterobase,A,Non,Food,2014,2014,Food,North America
SRR3931194,United States,278,Enterobase,AxB1,Non,Food,2010,2010,Food,North America
SRR3931207,United States,1727,Enterobase,NF,Non,Food,2010,2010,Food,North America
SRR3931239,United States,942,Enterobase,NF,Non,Food,2011,2011,Food,North America
SRR3951613,United States,737,Enterobase,NF,Non,Food,2014,2014,Food,North America
SRR4897313,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR4897743,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR5023948,United Kingdom,218,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR5029820,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
SRR5029831,United Kingdom,10,Enterobase,A,Non,Food,2015,2015,Food,Europe
