Run,Country,ST_N,DataBase,Phylogroup_N,Human_N,Source_an,Collection.B,Collection.Year,Source,Continet
SRR6742532,United States,973,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6742588,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR6761140,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR6793086,United States,973,Enterobase,NF,Non,Animal,2006,2006,Animal,North America
SRR6821021,United States,641,Enterobase,NF,Non,Animal,2014,2014,Animal,North America
SRR6875394,United States,641,Enterobase,NF,Non,Animal,2017,2017,Animal,North America
SRR6875395,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR6902707,United States,127,Enterobase,B2,Non,Animal,2000,2000,Animal,North America
SRR6930493,United States,127,Enterobase,B2,Non,Animal,2000,2000,Animal,North America
SRR6930872,United States,127,Enterobase,B2,Non,Animal,2000,2000,Animal,North America
SRR6978939,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR7042030,United States,69,Enterobase,D,Non,Animal,1999,1999,Animal,North America
SRR7042056,United States,10,Enterobase,A,Non,Animal,1999,1999,Animal,North America
SRR7064605,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR7130338,United States,200,Enterobase,B1,Non,Animal,2016,2016,Animal,North America
SRR7278526,United States,69,Enterobase,D,Non,Animal,2017,2017,Animal,North America
SRR7613573,United States,1308,Enterobase,NF,Non,Animal,2013,2013,Animal,North America
SRR7659811,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR7660780,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR7660795,United States,127,Enterobase,B2,Non,Animal,2017,2017,Animal,North America
SRR7786654,United States,127,Enterobase,B2,Non,Animal,2016,2016,Animal,North America
SRR7786738,United States,40,Enterobase,B1,Non,Animal,2015,2015,Animal,North America
SRR7799337,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR8040834,United States,10,Enterobase,A,Non,Animal,2018,2018,Animal,North America
SRR7085324,United States,69,Enterobase,D,Non,Animal,2012,2012,Animal,North America
SRR7788244,United States,10,Enterobase,A,Non,Animal,2016,2016,Animal,North America
SRR7788262,United States,127,Enterobase,B2,Non,Animal,2016,2016,Animal,North America
